trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
139,False,"{'a': 0.001, 'e': 0.8702280284582515}",20,0,-105.29950624304227,"{0: 11, 1: 1, 2: 7, 3: 0, 4: 1}",0
140,False,"{'a': 0.001, 'e': 0.8693582353988059}",20,0,-104.04012725627423,"{0: 12, 1: 2, 2: 3, 3: 2, 4: 1}",0
141,False,"{'a': 0.001, 'e': 0.8684893116976679}",20,0,-66.92916693828,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
142,False,"{'a': 0.001, 'e': 0.867621256485914}",20,0,-67.71003793943568,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
143,False,"{'a': 0.001, 'e': 0.8667540688954889}",20,0,-60.34391689969813,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
144,False,"{'a': 0.001, 'e': 0.865887748059205}",25,14,-68.36904867937231,"{0: 6, 1: 0, 2: 4, 3: 0, 4: 1}",1
145,False,"{'a': 0.001, 'e': 0.8650222931107413}",25,0,-74.28155038907721,"{0: 19, 1: 1, 2: 2, 3: 2, 4: 1}",0
146,False,"{'a': 0.001, 'e': 0.8641577031846428}",20,0,-104.91069199345782,"{0: 11, 1: 1, 2: 7, 3: 0, 4: 1}",0
147,False,"{'a': 0.001, 'e': 0.8632939774163194}",25,0,-97.73166809999839,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 1}",0
148,False,"{'a': 0.001, 'e': 0.8624311149420455}",25,0,-131.8578207709651,"{0: 12, 1: 5, 2: 6, 3: 1, 4: 1}",0
149,False,"{'a': 0.001, 'e': 0.8615691148989583}",20,1,-115.73228383123411,"{0: 10, 1: 3, 2: 4, 3: 0, 4: 2}",1
150,False,"{'a': 0.001, 'e': 0.8607079764250578}",20,1,-6.333431766525255,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 0}",1
151,False,"{'a': 0.001, 'e': 0.8598476986592055}",25,0,-99.97620412152202,"{0: 16, 1: 0, 2: 8, 3: 0, 4: 1}",0
152,False,"{'a': 0.001, 'e': 0.8589882807411234}",25,0,-19.300409795446274,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
